text,label,label_desc,translation
i feel insulted to see anyone wearing crocs the fashionable shoe icon,3,anger,"Nakakainsulto sa akin makita ang sinuman na suot ang Crocs, ang simbolo ng uso sa sapatos."
i feel so alone i feel like theres very few people who will actually listen to me,0,sadness,"Nararamdaman kong sobrang nag-iisa ako, parang kakaunti lang ang mga taong tunay na makinig sa akin."
i feel like fake eyeglasses will make me look older and hell a little more authoritative too,0,sadness,Parang mas matanda at medyo mas awtoridad ang itsura ko kapag suot ko ang pekeng salamin.
i take it easy even when i feel well kind of what stasia has been saying,1,joy,"Kumalma ako kahit na nasa mabuting kalagayan ako, parang sinasabi ni Stasia."
i am right after my make up done i usually don t wear foundation so i feel like i look fake in the pictures,0,sadness,"Matapos kong tapusin ang aking make-up, karaniwan akong hindi nagsusuot ng foundation kaya parang pekeng-peke ako sa mga larawan."
i feel like ya allah im scared puff it was fun man then id an idea,4,fear,"Nararamdaman kong parang, Ya Allah, natatakot ako, puff, masaya naman pala, tapos may ideya akong dumating."
i really didn t know what i was feeling my mind was blank i was confused and numb,0,sadness,"Talagang hindi ko alam kung ano ang nararamdaman ko, parang wala sa isip ko, nalilito at parang nawalan ng pakiramdam."
i am much lighter now i feel extremely passionate about myself and my life yes me i do,2,love,"Mas magaan na ako ngayon, sobrang puno ako ng pagmamahal sa sarili at sa buhay ko, oo ako, ganoon nga."
im drunk for example i feel a lot less shy about speaking in a foreign language that i havent yet totally mastered,4,fear,"Natutuyo ako, halimbawa, parang mas hindi na ako nahihiya magsalita sa ibang wika na hindi ko pa lubos na napag-aaralan."
i dont know if you guys can relate but i always like to feel welcomed and see a smiling face when im having a spa treatment,1,joy,Hindi ko alam kung kayo ba ay makaka-relate pero lagi kong gusto maramdaman ang pagtanggap at makita ang ngiti ng isang tao kapag ako ay nagpapa-spa.
i thought about my own depression about the negative thoughts ive had lately and how i can intervene in those thoughts to help myself not feel so depressed,0,sadness,"Naisip ko ang aking sariling depresyon, ang mga negatibong iniisip ko kamakailan, at kung paano ko mamagitan sa mga iniisip na iyon upang makatulong sa aking sarili na hindi gaanong ma-depress."
i feel like the thing im most nervous about is having two kids,4,fear,Natatakot akong magkaroon ng dalawang anak.
i am feeling i still should be caring and concerned,2,love,Nararamdaman ko na dapat pa rin akong mapag-alaga at mapag-alala.
i havent written in awhile and it feels terrific to scribble stuff down in a notebook from time to time,1,joy,Matagal na akong hindi sumulat at nakakatuwa itong isulat muli ang mga bagay-bagay sa isang kuwaderno paminsan-minsan.
i meet men who feel insecure about women,4,fear,Nakikilala ako ng mga lalaki na nahihiya sa mga babae.
i feel sorry for those who use the ghd hair straightener it will not damage your own hair,0,sadness,"Nakakaawa naman ang mga gumagamit ng GHD hair straightener, hindi naman ito magdudulot ng pinsala sa iyong sariling buhok."
i would feel boring rejected or just downright unlikeable,0,sadness,"Magiging boring, tinatanggihan, o kaya'y talagang hindi kaakit-akit ang pakiramdam ko."
i feel homesick and miss my snobbish fluffy cat,0,sadness,Nalulungkot ako at nami-miss ko ang aking maarte at malambot na pusa.
i do have to say that at first listen yunhos raps gave me that wtf feeling but after listening a couple times im determined to learn them,1,joy,"Dapat kong sabihin na sa unang pagdinig, ang mga rap ni Yunho ay nagbigay sa akin ng ""WTF"" na pakiramdam, pero pagkatapos kong makinig ng ilang beses, determinado akong matutunan sila."
i go to the range i feel like im like russell crowe in robin hood or merida in brave,1,joy,"Pumupunta ako sa shooting range, parang si Russell Crowe sa Robin Hood o si Merida sa Brave ako."
i feel fucking terrific after,1,joy,Napakaganda ng pakiramdam ko ngayon.
i continue to add more so please feel free to explore and let me know what you think,1,joy,Patuloy akong nagdaragdag kaya't paki-explore at ipaalam sa akin ang inyong opinyon.
i went to work like normal and didnt feel bad in any way shape or form,0,sadness,Pumunta ako sa trabaho gaya ng dati at hindi ako nadama ang kahit anong masamang pakiramdam.
im feeling aggravated listening to phoenix lost and found,3,anger,Nagagalit ako habang nakikinig sa Phoenix Lost and Found.
i feel a bit uncertain really shes a nice girl and good friend material,4,fear,"Nararamdaman ko ang kaunting pag-aalinlangan, totoo naman, mabait siya at magandang kaibigan."
i feel that the most talented of illustrators designers are ones that know how to get an idea across without the trappings of crosshatching and lensflares on everything,1,joy,Nararamdaman kong ang mga pinaka-talentado sa mga ilustrator at disenyo ay yaong nakakapagpahayag ng ideya nang walang mga palamuti tulad ng crosshatching at lensflares sa lahat ng bagay.
i feel very privileged not only in being able to share in her artistry but knowing she has my back,1,joy,Nararamdaman kong lubos akong pinagpala hindi lamang sa pagkakataong ibahagi ang kanyang sining kundi sa kaalaman na siya ay nasa likod ko.
i remember feeling as if i didn t belong and that i wasn t smart enough cool enough or even young enough,1,joy,"Naalala ko ang pakiramdam na parang hindi ako nababagay at hindi ako sapat na matalino, sapat na 'cool', o sapat na bata."
i was feeling kind of discouraged because nothing happened,0,sadness,Nadama kong medyo nabigo dahil wala namang nangyari.
i asked darren about it when he got home as i was feeling a bit curious even though it didnt really matter and it was really none of my business,4,fear,Tinanong ko si Darren tungkol dito nang umuwi siya dahil medyo nag-aalala ako kahit hindi naman talaga mahalaga at wala namang kinalaman sa akin.
i feel the pain of this in ways that only a tortured ti could possibly understand,4,fear,Nararamdaman ko ang sakit nito sa paraang maintindihan lamang ng isang ti na pinagdurusa.
i feel hopeful and will do my best to give it a go next week despite having dozens of final assignments to mark,1,joy,Nararamdaman kong puno ng pag-asa at gagawin ko ang aking makakaya upang subukan ito sa susunod na linggo kahit na may dosenang mga huling takdang-aralin akong kailangang suriin.
when my last years second semester results came through i was ecstatic,1,joy,"Nang dumating ang resulta ng aking ikalawang semestre sa huling taon, sobrang saya ko."
id like to write something interesting right now but unfortunately i feel deprived of inspiration,0,sadness,"Gusto kong magsulat ng isang kawili-wiling bagay ngayon ngunit sa kasamaang palad, nararamdaman kong kulang ako sa inspirasyon."
i feel glad i can still teach him at home myself,1,joy,Masaya ako na kaya ko pa siyang turuan sa bahay.
i find myself whinging about the temperature every day at the moment but it does feel ridiculously hot,2,love,Lagi akong nagrereklamo tungkol sa init araw-araw ngayon pero talagang sobrang init nga.
i feel more sociable these days,1,joy,Mas sosyal ako ngayon.
i feel i would be ungrateful to god and undutiful to the church if i did not use my poor efforts on the side of truth and peace,0,sadness,Nararamdaman kong magiging hindi ako marapat sa Diyos at hindi magiging tapat sa simbahan kung hindi ko gagamitin ang aking mga mahina ngunit tapat na pagsisikap para sa katotohanan at kapayapaan.
im not feeling insecure this month im feeling full of oomph,4,fear,"Hindi ako nahihiyang ngayong buwan, puno ako ng sigla."
i can t hate too much because i feel like she s looking pretty damn flawless in these pics,1,joy,Hindi ko kayang magalit nang sobra dahil parang napakaganda niya sa mga larawan na ito.
i began to feel a cranky feeling of why the hell do i do what i do,3,anger,Nagsimulang maramdaman ko ang isang maingay na damdamin ng bakit ba ako ginagawa ang mga ginagawa ko.
i could feel the radiant heat of emanating from her naked sex reaching longingly for the probing tip of my hardness,1,joy,"Nararamdaman ko ang init na nagmumula sa kanyang hubad na katawan, umaabot nang mahabang-habang sa aking matigas na pagnanasa."
i know exactly how put out you are and feel like it is only really acceptable to foist that inconvenience on family,1,joy,Alam ko eksaktong gaano ka nainis at parang pwede mo lamang ibigay ang abala na iyon sa pamilya.
i was not wrong to feel angry but i was wrong for what i said,3,anger,"Hindi ako mali sa pag-iinit ng ulo, ngunit mali ako sa mga sinabi ko."
i did feel slightly shaky and had a headache,4,fear,Naramdaman ko ang kaunting pagyanig at may sakit ng ulo.
i have to say it is making me feel very tender inside like a wound that has scabbed over on the surface but is still raw and unhealed underneath,2,love,"Kailangan kong sabihin, ito ay nagpaparamdam sa akin ng sobrang kahinaan sa loob, parang sugat na natatakpan na ng tuyong balat ngunit nananatiling malalim at hindi pa ganap na gumaling sa ilalim."
i tween sat for my moms boss year old and year old boys this weekend id say babysit but that feels weird considering there were n,4,fear,"Noong weekend, nag-alaga ako ng dalawang anak ng amo ng nanay ko, isang taong gulang at tatlong taong gulang. Hindi ko masasabi na ""babysit"" dahil parang kakaiba iyon dahil..."
i feel like im in a whirlwind and the next im trying not to be too impatient as i wait,3,anger,Parang nasa bagyo ako at ngayon ay sinusubukan kong hindi maging masyadong mapag-imbot habang naghihintay.
i felt a very distinct feeling that told me everything would be ok and that all things would ultimately turnout for my good,1,joy,Naramdaman ko ang isang malinaw na pakiramdam na nagsasabi sa akin na lahat ay magiging maayos at lahat ng bagay ay magtatapos para sa aking kabutihan.
i really feel like i have a lot to offer in this area i would like to focus on troubled teenagers,0,sadness,"Tunay akong nakaramdam na marami akong maitutulong sa lugar na ito, at gustung-gusto kong tumutok sa mga kabataang may problema."
i run into feel useless i understand that but not because of my retirement it is because my daily struggle overwhelms me often,0,sadness,"Nakakaramdam ako ng kawalan ng saysay, naiintindihan ko iyon ngunit hindi dahil sa aking pagreretiro, kundi dahil ang aking pang-araw-araw na pakikibaka ay madalas akong napapagod."
i am bothered is that he might changed his feelings once he get back in us and leave me heartbroken,0,sadness,Ang nag-aalala ako ay baka magbago ang kanyang nararamdaman kapag bumalik siya sa atin at iiwan akong nasasaktan.
im already feeling lethargic,0,sadness,Nararamdaman ko nang pagod.
i feel kind of vain when people tell me im pretty though,0,sadness,Nararamdaman kong medyo mapagmamalaki kapag sinasabi ng mga tao na maganda ako.
im sorry this apparently offends a lot of other women because its only women who feel the need to say something rude but im going to do it anyway,3,anger,"Pasensya na, mukhang nakakasakit ito sa maraming kababaihan dahil sila lamang ang nakakaramdam ng pangangailangan na magsalita ng masama, pero gagawin ko pa rin ito."
i help busy overworked mainly but not exclusively women go from feeling overwhelmed frustrated and generally pissed about their health and appearance,4,fear,"Tumutulong ako sa mga abalang at pagod na babae, bagama't hindi lamang sila, na makalayo sa pakiramdam ng pagod, pagkabigo, at pangkalahatang galit tungkol sa kanilang kalusugan at anyo."
i love taking in peoples smiles the way children giggle the gorgeous way little ones move closer to their moms if strangers smile at them and they feel scared the way teenagers are boisterous and full of life and hopes,4,fear,"Mahal ko ang makita ang ngiti ng mga tao, ang tawa ng mga bata, ang magandang paraan ng mga maliit na bata na lumapit sa kanilang mga ina kapag ngumiti sila ng mga estranghero kahit natatakot sila, ang sigla at puno ng buhay at pag-asa ng mga kabataan."
