text,label,label_desc
i hate seeing those red windows even more as what i feel inside resonates with the cold uncaring world i know exists behind them making me even more aware of this pain inside of me,3,anger
i feel like he is snobbish snooty gauche a drunk and offensive,3,anger
i continue to cruise along the expressway feeling shitty,0,sadness
i need to eat bread for breakfast and constantly feel the need to snack or munch on something sweet or savory by pm,2,love
im starting to feel more sociable again i actually feel like going out and seeing friends rather than crying off because im feeling like a twisted knotted ball of pain,1,joy
i feeling im look a like those innocent lame hunting group old dirty hyena so not have any hope and ways to be free of dead,1,joy
i feel very helpless and even useless,0,sadness
i feel this way about all relationships romantic platonic and friend zoned friends that dissolve,2,love
i was actual acceptable at compassionate others but i still didnt feel accepted by them,2,love
i always feel a little weird writing about a guy ive dated because i dont want to do them an injustice or have them come across in a negative way,4,fear
i touch your skin feeling the cool glass within an image a mere reflection of loneliness alone with myself,1,joy
i think its fair to say that in this life we all want to feel sincere connections with other people to experience bonding through similar beliefs or experiences to have true synchronicity with the people in our lives,1,joy
i feel happy lite and very grateful,1,joy
i think she will have the luxury of looking back at her fashion moments and feel proud,1,joy
i reali feel glad,1,joy
i honestly loved this place and felt pretty comfortable here but after this i don t really know how to feel the school has taken action to help me get through this unfortunate situation which i am really happy about because i wasn t expecting any support,0,sadness
im feeling fine just a bit nauseous and extremely tired but to be expected in the first trimester,1,joy
i am afrade for his life as some people feel quite hostile towards him,3,anger
i cant stop talking even though im already feel weird uncomfortable feeling swarming me but still my mouth keeps saying unnecessary word,4,fear
i almost feel greedy with my rd child when so many people i know are working so hard for or,3,anger
i still feel very amorous,2,love
i feel like i just need to rejuvenate myself catch up on some blog posts some work on my etsy shop and catch up on a few tv shows i missed this week,0,sadness
im feeling at the moment i imagine therell be something vigorous and active too,1,joy
i would have liked but if i would have had people to run with i feel like i could have run a low,0,sadness
i think you only ask for help to make me feel useful and help me gain some perspective,1,joy
i feel so lucky to be his wife and hope that i have the opportunity to remind him every day,1,joy
i was meant to feel sympathy for her but i have little sympathy for those determined to be victims and wallow in their own pain while blaming and punishing others for their state of being,1,joy
i feel weird tonight,4,fear
i feel like we re not a moonlighting type of show where all the tension is resolved at the end,1,joy
i work in a neighborhood school i do not feel respected or supported,1,joy
i feel a strange sensation course through my limbs,4,fear
i get i will drill into the subjects soul with an icy stare until it feels as disturbed as i do and leaves,0,sadness
i am feeling devastated the inner voice within me thats what i name it speaks,0,sadness
